query,top tables,target table,target answer
who won the 2015 great british baking show,Lawrence of Arabia (film)_CAD1C4F804860CE1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Wikipedia:Nationality of people from the United Kingdom_448BD6BDF6CAC05B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,English football clubs in international competitions_3932DE6BD6C0A65C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Noomi Rapace_2B40EEDFEA99535B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Love Me like You Do_F4E269F276271AF2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Harry Lloyd_7893CEC74E7D04C0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of National Football League rushing champions_F4249BAEE33CADEF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of accolades received by The Lord of the Rings film series_BDD0172BEA62023F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Saturday Night and Sunday Morning (film)_CAD1C4F804860CE1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Fall (TV series)_83BEEEB7BF79D1C4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Iain Glen_5660043061DC523B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Britain's Got Talent_B50A9970E7A693F9,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Last King of Scotland (film)_3A2A738A91CFE9AA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Theory of Everything (2014 film)_3A2A738A91CFE9AA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Tinker Tailor Soldier Spy (film)_3A2A738A91CFE9AA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_93836AAC7AB2D6F5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,A Man for All Seasons (1966 film)_CAD1C4F804860CE1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Ice Age: The Meltdown_8930105755A2F57A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Natalie Portman_CC04FCC65DD43B65,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Clash Royale_1833F4115DD8372B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Theory of Everything (2014 film)_69156FA4038E4ADE,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The SpongeBob SquarePants Movie_E6C1EDDE6AA04BA2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,SpongeBob SquarePants (film series)_AECC88BAC0B9C27C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great British Bake Off_1800BF16D3721D43,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"Natasha, Pierre & The Great Comet of 1812_91E6A744A14A9ED2",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_E60709F06B38D672,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Mouse Detective_253DBB34DAACE8B1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sherlock Holmes_72A873C3D4545C17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Happy Feet_7AFA1DD4C1ACD01C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Nadiya Hussain_E1B0422C7C572278,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Arthur Conan Doyle_72A873C3D4545C17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of Sherlock episodes_A4B3B7FAEF4E672D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Peanuts Movie_7C6B4AC707214345,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_FE8CE0B1988102BA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great British Bake Off (series 4)_1800BF16D3721D43,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Nadiya Hussain_CE0481532536ABE2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sherlock (TV series)_A4B3B7FAEF4E672D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,James Earl Jones_82FC43D6D55C3E8E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sherlock Holmes (2009 film)_72A873C3D4545C17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sherlock Holmes: A Game of Shadows_A4B3B7FAEF4E672D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The SpongeBob SquarePants Movie_5953A58F422C79A4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rail transport in Great Britain_EF97E76490873B90,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Metal Gear Solid V: The Phantom Pain_8FE22292C3298005,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,BBC Sports Personality of the Year_ECCC5462EC0C2A5F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of accolades received by The Lord of the Rings film series_DC16F1007D29184F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Master (Doctor Who)_7E24E6CE794AA522,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,History of rail transport in Great Britain_EF97E76490873B90,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Next Iron Chef_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Ice Age: Continental Drift_A9820BA23163EA60,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Chopped Junior_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Halloween Wars_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Spring Baking Championship_2CAB487C0F843A1F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Beat Bobby Flay_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Food Network Star_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Worst Cooks in America_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Guy's Grocery Games_399645CF41B389EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"Diners, Drive-Ins and Dives_399645CF41B389EA",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_FC9C0D4BFACB2682,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,British America_AD4C6011EF7DC85E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,We're the Millers_A673D0E960A0427,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1968_9308DC13E770270E",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Women's suffrage_F870001642D5AB33,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1968_8E6888678E99DC58",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_C2C2AB5C891F019A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Chris Hemsworth_908351784C0879AB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Silence (Doctor Who)_7E24E6CE794AA522,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,James Gunn_EA0C04679EE91644,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of massacres in Great Britain_2CA8DAFB0C3D3A00,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Ice Age: Collision Course_E6DE68D5A7141982,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The SpongeBob Movie: Sponge Out of Water_5AAADF403616C486,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The SpongeBob Movie: Sponge Out of Water_2466DC03EA92900C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,David Jason_9621FD4FEA4E4C84,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Epic (2013 film)_E6DE68D5A7141982,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Ice Age (franchise)_1E2CDD2F26526115,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Robots (2005 film)_1E2CDD2F26526115,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,SpongeBob SquarePants (film series)_A46173F19B3EA9B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,James Earl Jones_20B6D12EFB9F1E4D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Les Misérables (2012 film)_8771FDD7371CFD30,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The King's Speech_3FE328F320FB9C7F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Bridge on the River Kwai_3FE328F320FB9C7F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Ashly Burch_ACF32E2C608145DA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of historical period drama films and series set in Near Eastern and Western civilization_C0BB43775D590C83,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Weeping Angel_7E24E6CE794AA522,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Cheesecake_3054B274CD64BF14,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Tony Award_12CE0B1EF2E19E3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Eton mess_3054B274CD64BF14,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Full breakfast_3054B274CD64BF14,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Welsh rarebit_3054B274CD64BF14,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of actors who have played Sherlock Holmes_D7445B0CB1B269E0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Bread and butter pudding_3054B274CD64BF14,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"Three Billboards Outside Ebbing, Missouri_3FE328F320FB9C7F",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Muppet Show_AD6A0146B0A5AF94,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,67th Tony Awards_12CE0B1EF2E19E3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Julie & Julia_347FD2EC0BBF6BA2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Who's Afraid of Virginia Woolf?_4E93E6C7A5FE772D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_1239B917D0D71E63,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The American Baking Competition_12B87CF54235A812,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Troy Baker_AF7203CE02F6ED68,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Arthur Conan Doyle_8F0EFD401F05F852,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Bruno Mars_51A06FD853E10AFF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Jake Bugg_C55470365DFE9B1C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Duchess (film)_2A35B3A8DA2A6457,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Arthur Conan Doyle_23811FA1A107A41E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"Natasha, Pierre & The Great Comet of 1812_6935357E730BAC07",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rupert Grint_B1EA6AD6C86C810F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Being Human (UK TV series)_90FD5791DAD38473,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Kate Dickie_DABDFBBD4FA2B86C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rise of the Tomb Raider_306C30E1A186D7D8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Never Let Me Go (2010 film)_B717EE7C3E44245F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of people who have lit the Olympic cauldron_9487366C641C3EFE,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"Natasha, Pierre & The Great Comet of 1812_9C2FB183BD5EF2B3",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
